SHIPMENT_ID,SHIPMENT_LINE_ID,PO_ID,SUPPLIER_ID,WAREHOUSE_ID,ITEM_ID,SHIPMENT_DATE,EXPECTED_ARRIVAL_DATE,ACTUAL_ARRIVAL_DATE,QUANTITY_SHIPPED,QUANTITY_DAMAGED,CARRIER,TRACKING_NUMBER,SHIPMENT_STATUS,FREIGHT_COST_USD
SHP003845,SHPL003845,PO018705,SUP028,WH009,ITM0127,2024-07-14,2024-08-05,2024-08-06,43,3,BlueDart,TRK3578962,LOST,794.59
SHP003288,SHPL003288,PO003799,SUP004,WH012,ITM0004,2023-05-24,2023-06-18,2023-05-28,87,7,UPS,TRK2588257,LOST,2795.58
SHP003869,SHPL003869,PO009682,SUP047,WH001,ITM0090,2022-11-25,2022-11-29,2022-12-08,107,2,BlueDart,TRK8699350,DELIVERED,2952.34
SHP001717,SHPL001717,PO006917,SUP043,WH004,ITM0142,2024-11-02,2024-11-05,2024-11-25,46,0,Aramex,,LOST,1843.94
SHP004909,SHPL004909,PO003986,SUP050,WH005,ITM0019,2024-11-20,2024-11-25,2024-11-24,180,12,FedEx,TRK3738152,LOST,1052.42
SHP003064,SHPL003064,PO009061,SUP026,WH005,ITM0088,2023-08-03,2023-08-07,2023-08-25,27,2,FedEx,TRK6018411,IN_TRANSIT,2488.28
SHP000497,SHPL000497,PO007464,SUP029,WH008,ITM0094,2022-04-07,2022-04-23,2022-04-17,91,7,UPS,TRK2780266,RETURNED,3382.87
SHP002640,SHPL002640,PO013462,SUP050,WH008,ITM0122,2022-08-11,2022-08-21,2022-08-23,56,5,DHL,TRK7433970,DELIVERED,4253.06
SHP002828,SHPL002828,PO005722,SUP006,WH007,ITM0068,2024-02-10,2024-02-23,2024-02-16,60,2,Aramex,TRK7684465,RETURNED,1919.27
SHP003074,SHPL003074,PO011784,SUP002,WH020,ITM0084,2023-04-22,2023-04-24,2023-04-30,109,1,FedEx,TRK4835262,LOST,691.69
SHP004072,SHPL004072,PO005522,SUP003,WH007,ITM0058,2022-12-10,2022-12-30,2022-12-14,98,6,,TRK6975248,DELIVERED,2741.77
SHP004896,SHPL004896,PO003036,SUP038,WH001,ITM0143,2023-10-31,2023-11-05,2023-11-16,157,6,BlueDart,TRK7097745,RETURNED,4493.13
SHP001975,SHPL001975,PO016627,SUP011,WH002,ITM0008,2022-09-28,2022-10-01,2022-10-04,159,15,FedEx,TRK1839547,IN_TRANSIT,895.43
SHP001384,SHPL001384,PO011893,SUP027,WH004,ITM0117,2022-07-24,2022-08-01,2022-07-26,132,5,Aramex,TRK4258305,LOST,2119.35
SHP004181,SHPL004181,PO010393,SUP004,WH010,ITM0007,2023-04-27,2023-05-12,2023-05-03,34,3,Aramex,TRK9796129,LOST,3634.09
SHP004057,SHPL004057,PO013851,SUP001,WH014,ITM0141,2023-12-24,2023-12-29,2024-01-08,2,0,FedEx,TRK8449576,DELAYED,3394.32
SHP004601,SHPL004601,PO018865,SUP022,WH019,ITM0013,2022-04-21,2022-05-15,2022-04-30,101,5,DHL,TRK4286042,LOST,
SHP000472,SHPL000472,PO019026,SUP028,WH009,ITM0071,2024-02-27,2024-03-19,2024-03-01,126,7,UPS,TRK6024378,DELIVERED,319.4
SHP004596,SHPL004596,PO018895,SUP007,WH005,ITM0017,2023-07-22,2023-08-06,2023-08-15,186,17,Aramex,TRK4947245,DELIVERED,1701.09
SHP004406,SHPL004406,PO015731,SUP016,WH001,ITM0148,2022-02-24,2022-03-12,2022-03-06,111,2,Aramex,TRK5806334,RETURNED,4058.97
SHP001496,SHPL001496,PO018461,SUP014,WH007,ITM0140,2022-06-02,2022-06-26,2022-06-16,11,1,BlueDart,TRK6625914,,4597.5
SHP003928,SHPL003928,PO011351,SUP035,WH003,ITM0065,2023-12-22,2024-01-03,2024-01-13,121,9,Aramex,TRK3634130,LOST,3227.53
SHP000529,SHPL000529,PO002725,SUP023,WH018,ITM0005,2024-01-18,2024-01-23,2024-02-07,97,7,UPS,TRK5443058,RETURNED,3561.46
SHP000841,SHPL000841,PO019626,SUP049,WH020,ITM0141,2024-06-18,2024-06-30,2024-07-18,118,11,Aramex,,RETURNED,1864.96
SHP003712,SHPL003712,PO009218,SUP022,WH011,ITM0105,2022-01-02,2022-01-11,2022-01-27,168,5,DHL,TRK9532548,LOST,4777.07
SHP004765,SHPL004765,PO011785,SUP025,WH019,ITM0089,2024-12-15,2024-12-23,2025-01-08,108,3,UPS,TRK8705421,DELAYED,1321.72
SHP000285,SHPL000285,PO008969,SUP042,WH002,ITM0032,2023-07-23,2023-07-27,2023-08-21,90,0,Aramex,TRK8457558,RETURNED,4575.52
SHP001490,SHPL001490,PO000298,SUP039,WH013,ITM0140,2023-12-20,2023-12-31,2024-01-06,147,5,FedEx,TRK1992598,IN_TRANSIT,241.76
SHP003966,SHPL003966,PO009145,SUP033,WH001,ITM0146,2024-04-16,2024-05-04,2024-05-03,147,4,FedEx,TRK5217186,DELIVERED,1461.88
SHP002913,SHPL002913,PO018095,SUP022,WH003,ITM0004,2023-05-22,2023-06-09,2023-05-28,79,3,FedEx,TRK8490346,RETURNED,3956.69
SHP004598,SHPL004598,PO009560,SUP001,WH010,ITM0060,2024-01-28,2024-01-29,2024-02-20,68,0,DHL,TRK4270966,LOST,1737.63
SHP001522,SHPL001522,PO014528,SUP004,WH008,ITM0087,2023-11-09,2023-11-30,2023-12-09,81,3,Aramex,TRK7693975,DELIVERED,2010.03
SHP001030,SHPL001030,PO010640,SUP033,WH003,ITM0107,2022-04-03,2022-04-10,2022-04-30,23,0,DHL,,DELIVERED,3725.17
SHP000113,SHPL000113,PO010614,SUP016,WH006,ITM0013,2024-07-08,2024-07-19,2024-07-18,167,2,DHL,TRK2903237,DELIVERED,3942.27
SHP002170,SHPL002170,PO003882,SUP036,WH005,ITM0004,2024-11-01,2024-11-23,2024-11-08,40,3,FedEx,,DELIVERED,547.43
SHP003630,SHPL003630,PO003982,SUP037,WH010,ITM0062,2022-09-01,2022-09-17,2022-09-28,179,12,DHL,TRK4903367,INVALID,1452.9
SHP001588,SHPL001588,PO015850,SUP050,WH008,ITM0095,2023-09-01,2023-09-06,2023-09-08,71,2,UPS,TRK5966387,RETURNED,2155.37
SHP001869,SHPL001869,PO017653,SUP010,WH013,ITM0125,2022-11-21,2022-12-04,2022-11-24,124,9,BlueDart,TRK9976469,LOST,3008.33
SHP000886,SHPL000886,PO019418,SUP016,WH008,ITM0096,2024-03-08,2024-03-22,2024-03-20,121,3,Aramex,TRK4384427,DELIVERED,2858.27
SHP001762,SHPL001762,PO004277,SUP023,WH013,ITM0037,2023-04-25,2023-05-16,2023-05-13,128,3,Aramex,TRK8919732,DELIVERED,INVALID
SHP002159,SHPL002159,PO001074,SUP038,WH014,ITM0060,2023-09-24,2023-10-06,2023-10-19,20,1,DHL,TRK4600301,LOST,4421.18
SHP000465,SHPL000465,PO004923,SUP039,WH020,ITM0019,2024-06-02,2024-06-18,2024-06-21,36,0,BlueDart,TRK9989713,IN_TRANSIT,2213.39
SHP002092,SHPL002092,PO012192,SUP050,WH016,ITM0127,2023-01-28,2023-02-17,2023-02-01,160,14,DHL,TRK2437646,DELIVERED,1719.92
SHP003583,SHPL003583,PO019055,SUP015,WH013,ITM0095,2022-03-19,2022-03-30,2022-04-16,50,0,DHL,TRK3851043,IN_TRANSIT,4759.39
SHP002166,SHPL002166,PO013838,SUP028,WH019,ITM0006,2024-07-19,2024-08-09,2024-08-16,79,3,DHL,TRK7032755,LOST,4653.96
SHP002966,SHPL002966,PO003733,SUP003,WH007,ITM0031,2023-01-31,2023-02-12,2023-02-03,86,6,DHL,TRK3835257,IN_TRANSIT,3755.91
SHP004988,SHPL004988,PO011985,SUP042,WH006,ITM0094,2023-05-02,2023-05-24,2023-05-11,101,2,Aramex,TRK8480072,DELAYED,88.22
SHP000346,SHPL000346,PO013297,SUP033,WH015,ITM0073,2023-06-25,2023-06-28,2023-07-15,46,1,Aramex,TRK5592402,IN_TRANSIT,52.72
SHP001401,SHPL001401,PO018165,SUP005,WH003,ITM0102,2023-03-18,2023-04-06,2023-03-30,40,4,FedEx,TRK9539050,DELIVERED,
SHP003146,SHPL003146,PO012258,SUP038,WH012,ITM0105,2023-04-02,2023-04-14,2023-04-18,152,7,DHL,TRK1397965,DELAYED,1049.23
SHP001374,SHPL001374,PO019201,SUP045,WH003,ITM0067,2024-02-25,2024-03-11,2024-03-04,109,4,FedEx,TRK5663382,IN_TRANSIT,1612.78
SHP002282,SHPL002282,PO002171,SUP031,WH009,ITM0096,2024-03-13,2024-03-30,2024-03-20,103,0,UPS,TRK7703256,DELIVERED,3095.41
SHP000968,SHPL000968,PO005996,SUP002,WH006,ITM0037,2024-02-04,2024-02-16,2024-02-17,148,9,UPS,TRK3741324,RETURNED,1694.39
SHP003714,SHPL003714,PO008472,SUP028,WH017,ITM0068,2022-08-13,2022-08-17,2022-08-14,119,10,Aramex,TRK7958284,RETURNED,4413.32
SHP001962,SHPL001962,PO005427,SUP021,WH016,ITM0102,2023-05-22,2023-05-26,2023-06-07,11,0,DHL,TRK3255053,DELAYED,491.61
SHP004635,SHPL004635,PO019673,SUP007,WH009,ITM0088,2024-09-15,2024-09-30,2024-10-06,113,8,UPS,TRK1678337,DELAYED,4770.99
SHP001458,SHPL001458,PO018366,SUP028,WH016,ITM0118,2023-05-08,2023-05-23,2023-05-25,186,15,INVALID,TRK3334488,RETURNED,4335.06
SHP001005,SHPL001005,PO018337,SUP050,WH006,ITM0068,2023-06-25,2023-07-10,2023-07-01,130,6,UPS,TRK6386455,RETURNED,1241.65
SHP001107,SHPL001107,PO007581,SUP050,WH014,ITM0060,2024-06-08,2024-06-19,2024-06-26,84,7,DHL,TRK1819119,DELAYED,4880.8
SHP000206,SHPL000206,PO006633,SUP002,WH004,ITM0056,2024-08-14,2024-09-05,2024-08-25,71,0,Aramex,TRK4339633,RETURNED,
SHP000883,SHPL000883,PO015378,SUP041,WH017,ITM0086,2024-10-29,2024-10-31,2024-11-19,90,1,FedEx,TRK5662756,RETURNED,4515.44
SHP002352,SHPL002352,PO009353,SUP027,WH008,ITM0032,2024-03-12,2024-03-18,2024-03-30,89,0,DHL,TRK2358457,DELIVERED,INVALID
SHP003834,SHPL003834,PO014471,SUP031,WH017,ITM0021,2022-03-05,2022-03-11,2022-03-20,145,11,DHL,TRK5488888,LOST,2042.21
SHP000274,SHPL000274,PO011708,SUP015,WH017,ITM0037,2023-06-16,2023-06-25,2023-06-28,148,6,UPS,TRK1746802,LOST,4081.86
SHP002016,SHPL002016,PO019733,SUP006,WH013,ITM0064,2024-06-03,2024-06-16,2024-06-19,140,12,Aramex,TRK1978546,LOST,3624.55
SHP001896,SHPL001896,PO002449,SUP011,WH005,ITM0048,2024-06-01,2024-06-15,2024-06-06,60,2,BlueDart,TRK7406458,RETURNED,INVALID
SHP001950,SHPL001950,PO012471,SUP009,WH020,ITM0126,2024-11-03,2024-11-11,2024-11-08,152,1,Aramex,TRK2831744,RETURNED,
SHP002269,SHPL002269,PO019281,SUP041,WH007,ITM0111,2024-10-22,2024-11-14,2024-11-10,88,1,BlueDart,TRK4546988,RETURNED,1938.78
SHP002875,SHPL002875,PO002109,SUP032,WH006,ITM0059,2022-01-31,2022-02-09,2022-02-05,186,1,Aramex,,RETURNED,2571.41
SHP002518,SHPL002518,PO014265,SUP023,WH019,ITM0148,2024-10-18,2024-11-07,2024-11-06,172,13,Aramex,TRK6509679,DELAYED,3979.77
SHP004536,SHPL004536,PO015655,SUP042,WH008,ITM0019,2022-04-26,2022-05-10,2022-05-15,189,16,INVALID,TRK9351938,RETURNED,1452.36
SHP000738,SHPL000738,PO001683,SUP015,WH012,ITM0022,2024-10-05,2024-10-11,2024-10-16,2,0,UPS,TRK6812653,DELIVERED,1834.66
SHP004509,SHPL004509,PO008317,SUP017,WH008,ITM0024,2023-11-14,2023-12-01,2023-12-08,176,13,Aramex,TRK4789851,RETURNED,2530.55
SHP002596,SHPL002596,PO013542,SUP014,WH001,ITM0072,2024-05-07,2024-05-14,2024-05-31,51,1,DHL,TRK3423814,RETURNED,824.5
SHP002926,SHPL002926,PO011388,SUP022,WH006,ITM0061,2022-06-04,2022-06-20,2022-07-04,181,6,INVALID,TRK2299533,IN_TRANSIT,4598.6
SHP004590,SHPL004590,PO009684,SUP047,WH008,ITM0087,2024-06-23,2024-07-17,2024-06-26,126,9,UPS,TRK8700148,LOST,
SHP001665,SHPL001665,PO002557,SUP001,WH004,ITM0006,2024-04-09,2024-04-19,2024-04-27,99,6,INVALID,TRK9447457,LOST,4765.38
SHP000251,SHPL000251,PO014840,SUP019,WH009,ITM0038,2024-09-11,2024-09-22,2024-09-29,-1,4,DHL,TRK5004204,,2592.19
SHP002071,SHPL002071,PO012427,SUP026,WH002,ITM0040,2022-10-01,2022-10-23,2022-10-27,21,1,DHL,TRK9502554,IN_TRANSIT,1501.5
SHP001559,SHPL001559,PO006686,SUP040,WH001,ITM0059,2022-01-31,2022-02-04,2022-02-21,17,0,UPS,TRK6408619,DELAYED,2935.37
SHP002761,SHPL002761,PO019750,SUP040,WH002,ITM0133,2022-10-11,2022-10-27,2022-11-01,53,5,DHL,TRK8166864,LOST,1734.34
SHP001205,SHPL001205,PO013546,SUP029,WH001,ITM0124,2022-05-03,2022-05-16,2022-05-12,167,12,Aramex,TRK3342133,RETURNED,1384.09
SHP004530,SHPL004530,PO014014,SUP023,WH006,ITM0137,2024-06-22,2024-07-12,2024-07-13,114,0,FedEx,TRK8120465,LOST,4510.91
SHP001836,SHPL001836,PO001644,SUP035,WH006,ITM0071,2023-05-15,2023-05-20,2023-05-26,71,1,BlueDart,TRK6290220,IN_TRANSIT,4649.8
SHP002068,SHPL002068,PO005803,SUP006,WH011,ITM0009,2023-09-19,2023-09-22,2023-10-03,154,4,BlueDart,TRK5965104,DELIVERED,
SHP002376,SHPL002376,PO017061,SUP040,WH018,ITM0147,2024-03-22,2024-04-03,2024-04-04,185,1,,TRK7452466,IN_TRANSIT,-1
SHP000045,SHPL000045,PO007758,SUP005,WH018,ITM0020,2023-12-10,2023-12-28,2024-01-01,177,17,BlueDart,TRK7791850,LOST,858.26
SHP002462,SHPL002462,PO010553,SUP043,WH001,ITM0046,2023-04-10,2023-04-17,2023-04-12,51,1,DHL,TRK4498952,DELIVERED,1871.23
SHP001782,SHPL001782,PO018842,SUP047,WH013,ITM0008,2022-05-02,2022-05-13,2022-05-23,14,1,Aramex,TRK1319893,IN_TRANSIT,2861.47
SHP002468,SHPL002468,PO016483,SUP044,WH002,ITM0091,2024-11-07,2024-11-17,2024-11-25,102,7,UPS,TRK8336772,RETURNED,1460.93
SHP000848,SHPL000848,PO009725,SUP031,WH019,ITM0056,2024-06-14,2024-07-07,2024-06-30,110,6,DHL,TRK6708614,DELIVERED,370.52
SHP002979,SHPL002979,PO007671,SUP050,WH015,ITM0109,2024-07-25,2024-07-28,2024-08-16,177,10,Aramex,INVALID,IN_TRANSIT,4954.59
SHP003071,SHPL003071,PO011502,SUP028,WH002,ITM0051,2022-10-02,2022-10-06,2022-10-08,74,0,BlueDart,TRK7305578,IN_TRANSIT,3263.85
SHP001707,SHPL001707,PO004589,SUP014,WH010,ITM0112,2024-03-18,2024-03-30,2024-04-04,118,8,UPS,TRK9043771,RETURNED,2802.37
SHP004700,SHPL004700,PO017377,SUP019,WH001,ITM0104,2022-12-10,2022-12-12,2022-12-31,74,7,DHL,TRK2625631,DELAYED,3613.57
SHP004379,SHPL004379,PO018229,SUP033,WH012,ITM0129,2023-03-29,2023-04-22,2023-04-11,6,0,BlueDart,TRK4658704,LOST,3790.78
SHP000781,SHPL000781,PO010456,SUP044,WH006,ITM0057,2022-01-26,2022-02-09,2022-01-27,185,14,Aramex,TRK2065862,DELAYED,4741.22
SHP003091,SHPL003091,PO011437,SUP001,WH001,ITM0001,2022-04-08,2022-04-27,2022-04-23,161,7,DHL,TRK3795540,DELIVERED,1660.07
SHP003270,SHPL003270,PO015928,SUP041,WH001,ITM0013,2024-02-24,2024-03-04,2024-03-07,166,13,BlueDart,TRK1031083,,303.83
SHP002155,SHPL002155,PO010083,SUP040,WH017,ITM0071,2023-10-11,2023-10-23,2023-11-05,56,0,FedEx,TRK2708125,IN_TRANSIT,4094.77
SHP001561,SHPL001561,PO006065,SUP047,WH005,ITM0144,2022-03-21,2022-03-25,2022-04-13,88,1,BlueDart,TRK4044770,INVALID,INVALID
SHP000146,SHPL000146,PO015151,SUP044,WH008,ITM0017,2024-10-10,2024-10-27,2024-10-27,87,0,UPS,TRK7655174,-1,3378.64
SHP002381,SHPL002381,PO000197,SUP008,WH003,ITM0134,2024-03-04,2024-03-09,2024-03-25,9,0,FedEx,TRK1694349,LOST,3198.9
SHP001503,SHPL001503,PO002642,SUP026,WH003,ITM0124,2022-03-01,2022-03-02,2022-03-26,150,2,BlueDart,TRK1781880,DELIVERED,3070.41
SHP002621,SHPL002621,PO018552,SUP050,WH006,ITM0061,2023-07-31,2023-08-22,2023-08-12,171,14,BlueDart,,IN_TRANSIT,3074.2
SHP001672,SHPL001672,PO005948,SUP021,WH020,ITM0142,2024-11-21,2024-12-03,2024-12-02,INVALID,12,UPS,TRK3964357,LOST,4312.75
SHP000986,SHPL000986,PO010697,SUP010,WH020,ITM0093,2023-05-31,2023-06-03,2023-06-12,151,8,BlueDart,TRK7832769,DELIVERED,3611.81
SHP000246,SHPL000246,PO019306,SUP030,WH016,ITM0078,2023-10-17,2023-11-05,2023-10-24,32,3,BlueDart,,RETURNED,3659.8
SHP001696,SHPL001696,PO006992,SUP011,WH012,ITM0061,2022-12-25,2023-01-08,2023-01-08,38,0,DHL,,INVALID,4729.41
SHP000548,SHPL000548,PO003798,SUP044,WH008,ITM0079,2023-07-08,2023-07-17,2023-07-13,129,9,Aramex,TRK3577010,RETURNED,431.68
SHP004031,SHPL004031,PO002309,SUP022,WH013,ITM0100,2022-04-18,2022-05-03,2022-04-23,67,6,Aramex,TRK7974508,DELIVERED,3778.41
SHP003604,SHPL003604,PO002295,SUP026,WH015,ITM0150,2024-06-17,2024-06-20,2024-07-02,91,9,Aramex,TRK8981498,DELAYED,2189.37
SHP000100,SHPL000100,PO019654,SUP041,WH004,ITM0138,2022-03-14,2022-03-21,2022-04-02,149,9,Aramex,TRK5017375,RETURNED,4297.05
SHP003311,SHPL003311,PO000853,SUP043,WH012,ITM0009,2023-10-19,2023-10-22,2023-11-09,154,2,FedEx,TRK9112552,DELIVERED,53.43
SHP003024,SHPL003024,PO006202,SUP018,WH018,ITM0014,2023-08-29,2023-09-09,2023-09-10,64,0,DHL,TRK8828386,DELAYED,219.31
SHP003546,SHPL003546,PO019214,SUP035,WH003,ITM0067,2023-04-28,2023-05-02,2023-05-10,5,0,DHL,TRK2988415,RETURNED,1760.19
SHP002265,SHPL002265,PO005924,SUP005,WH007,ITM0036,2023-05-20,2023-05-25,2023-06-17,55,3,FedEx,TRK3059161,DELIVERED,3868.07
SHP001017,SHPL001017,PO018789,SUP023,WH016,ITM0138,2023-08-21,2023-08-24,2023-08-26,73,7,FedEx,TRK5165006,,
SHP004400,SHPL004400,PO011985,SUP027,WH016,ITM0123,2024-01-18,2024-01-21,2024-02-05,65,3,UPS,TRK9536266,LOST,406.76
SHP004905,SHPL004905,PO006609,SUP009,WH014,ITM0046,2024-12-09,2024-12-10,2025-01-03,117,5,DHL,TRK7284499,DELAYED,1584.02
SHP003287,SHPL003287,PO004861,SUP050,WH001,ITM0007,2023-02-04,2023-02-14,2023-02-14,84,0,DHL,TRK8659914,LOST,
SHP001567,SHPL001567,PO013262,SUP014,WH017,ITM0133,2024-12-10,2024-12-15,2025-01-04,135,4,Aramex,TRK2908716,DELIVERED,4383.4
SHP000498,SHPL000498,PO002002,SUP042,WH005,ITM0040,2022-04-03,2022-04-08,2022-04-22,155,15,UPS,TRK7146806,DELIVERED,4790.39
SHP003439,SHPL003439,PO014438,SUP039,WH011,ITM0076,2024-10-05,2024-10-21,2024-10-20,5,0,UPS,INVALID,,2725.58
SHP000569,SHPL000569,PO010551,SUP030,WH017,ITM0051,2024-08-18,2024-08-27,2024-09-04,147,1,DHL,TRK8808723,DELAYED,682.86
SHP004687,SHPL004687,PO004754,SUP043,WH001,ITM0021,2024-06-05,2024-06-26,2024-07-02,110,0,Aramex,TRK2675466,DELIVERED,2021.5
SHP001395,SHPL001395,PO000291,SUP010,WH012,ITM0106,2023-10-08,2023-10-22,2023-10-09,118,9,FedEx,TRK6396975,LOST,854.37
SHP000736,SHPL000736,PO018337,SUP004,WH020,ITM0083,2023-10-11,2023-10-22,2023-10-18,153,13,Aramex,TRK4404451,DELIVERED,1903.18
SHP004363,SHPL004363,PO010759,SUP018,WH018,ITM0112,2022-04-25,2022-05-18,2022-05-22,164,10,DHL,TRK6368265,DELAYED,1484.84
SHP000929,SHPL000929,PO007565,SUP016,WH002,ITM0150,2023-10-10,2023-10-29,2023-10-23,176,5,Aramex,TRK7463374,IN_TRANSIT,INVALID
SHP003879,SHPL003879,PO000797,SUP035,WH018,ITM0106,2022-02-11,2022-03-01,2022-02-28,50,2,DHL,,RETURNED,1915.3
SHP002901,SHPL002901,PO000684,SUP013,WH007,ITM0031,2024-08-22,2024-09-01,2024-09-20,172,4,FedEx,TRK4326463,,3795.85
SHP004586,SHPL004586,PO002122,SUP005,WH002,ITM0148,2024-09-17,2024-10-11,2024-09-19,56,4,FedEx,TRK9985671,RETURNED,2443.01
SHP002537,SHPL002537,PO013291,SUP031,WH007,ITM0006,2024-01-17,2024-02-04,2024-01-22,56,5,BlueDart,TRK9044803,RETURNED,3687.12
SHP000906,SHPL000906,PO016403,SUP044,WH015,ITM0103,2022-08-30,2022-09-08,2022-09-01,50,2,UPS,TRK5322335,DELIVERED,288.16
SHP002358,SHPL002358,PO015010,SUP040,WH018,ITM0123,2023-06-09,2023-06-14,2023-06-28,17,1,FedEx,TRK2765806,LOST,283.09
SHP004193,SHPL004193,PO011029,SUP042,WH009,ITM0119,2024-03-18,2024-03-27,2024-04-04,133,4,BlueDart,TRK7855683,DELAYED,4325.87
SHP003205,SHPL003205,PO002841,SUP024,WH004,ITM0018,2022-03-25,2022-04-01,2022-03-31,3,0,BlueDart,TRK1507705,DELAYED,4763.84
SHP002490,SHPL002490,PO002850,SUP039,WH012,ITM0063,2022-10-30,2022-11-04,2022-11-09,131,7,BlueDart,TRK3680838,DELAYED,1543.83
SHP000633,SHPL000633,PO011763,SUP007,WH015,ITM0058,2022-09-25,2022-10-02,2022-10-14,25,1,DHL,TRK9436986,RETURNED,2321.97
SHP001330,SHPL001330,PO006535,SUP005,WH015,ITM0002,2023-11-23,2023-12-13,2023-12-10,104,6,Aramex,TRK3803842,LOST,2857.81
SHP004989,SHPL004989,PO019593,SUP002,WH003,ITM0067,2024-05-15,2024-05-26,2024-05-20,124,4,FedEx,TRK4416554,LOST,
SHP000269,SHPL000269,PO008884,SUP002,WH009,ITM0050,2023-07-17,2023-08-07,2023-08-01,66,3,DHL,TRK6295021,DELAYED,2082.24
SHP002679,SHPL002679,PO009798,SUP024,WH004,ITM0068,2022-01-18,2022-01-24,2022-02-10,122,11,Aramex,,DELIVERED,1633.96
SHP002360,SHPL002360,PO002862,SUP031,WH004,ITM0056,2022-03-22,2022-03-28,2022-04-04,81,3,FedEx,TRK2949837,DELAYED,4430.0
SHP001087,SHPL001087,PO009255,SUP017,WH015,ITM0017,2022-04-01,2022-04-17,2022-04-17,154,8,FedEx,TRK4447738,,343.89
SHP002772,SHPL002772,PO011888,SUP038,WH017,ITM0097,2023-05-26,2023-05-30,2023-06-03,142,2,Aramex,TRK2605959,LOST,1969.9
SHP003675,SHPL003675,PO012691,SUP032,WH010,ITM0140,2023-10-16,2023-11-06,2023-11-05,107,10,FedEx,TRK8522957,RETURNED,387.83
SHP004016,SHPL004016,PO002082,SUP026,WH008,ITM0012,2024-03-17,2024-04-02,2024-04-01,9,0,Aramex,TRK9740890,RETURNED,4708.71
SHP001489,SHPL001489,PO008933,SUP021,WH003,ITM0123,2022-07-15,2022-07-29,2022-07-23,110,10,Aramex,TRK3351383,LOST,2704.77
SHP001125,SHPL001125,PO001379,SUP033,WH009,ITM0138,2023-09-15,2023-10-05,2023-09-20,200,18,DHL,TRK2957778,RETURNED,4082.58
SHP002090,SHPL002090,PO010050,SUP030,WH017,ITM0104,2022-08-29,2022-09-07,2022-09-04,89,4,BlueDart,TRK6955408,DELIVERED,3541.79
SHP001609,SHPL001609,PO012979,SUP040,WH015,ITM0081,2022-05-23,2022-05-28,2022-06-17,4,0,DHL,TRK3966301,IN_TRANSIT,2670.15
SHP003581,SHPL003581,PO011648,SUP008,WH004,ITM0070,2024-09-27,2024-10-10,2024-10-23,75,6,DHL,TRK6442767,RETURNED,1267.6
SHP001759,SHPL001759,PO012311,SUP008,WH008,ITM0072,2024-06-03,2024-06-09,2024-06-28,62,4,Aramex,TRK2599069,IN_TRANSIT,185.2
SHP002065,SHPL002065,PO016940,SUP026,WH005,ITM0058,2024-06-08,2024-06-14,2024-06-23,179,9,FedEx,TRK2436442,RETURNED,4000.21
SHP004235,SHPL004235,PO009109,SUP037,WH011,ITM0065,2024-10-28,2024-11-08,2024-11-26,40,1,BlueDart,TRK1939439,DELAYED,4223.19
SHP003405,SHPL003405,PO018788,SUP023,WH011,ITM0086,2022-04-09,2022-04-30,2022-04-25,175,5,Aramex,,IN_TRANSIT,1046.62
SHP003327,SHPL003327,PO008696,SUP016,WH015,ITM0112,2022-05-06,2022-05-20,2022-05-07,31,0,BlueDart,TRK4298926,IN_TRANSIT,4089.74
SHP004721,SHPL004721,PO004048,SUP008,WH017,ITM0018,2023-07-24,2023-08-11,2023-07-27,194,12,Aramex,TRK1702723,DELIVERED,4944.16
SHP001589,SHPL001589,PO015230,SUP046,WH015,ITM0126,2022-03-30,2022-04-18,2022-04-22,200,6,Aramex,TRK1090532,DELIVERED,1960.84
SHP004275,SHPL004275,PO002295,SUP002,WH013,ITM0034,2024-09-21,2024-10-08,2024-10-08,141,11,BlueDart,TRK9048839,LOST,2241.15
SHP002444,SHPL002444,PO019230,SUP036,WH004,ITM0099,2023-07-16,2023-07-17,2023-07-17,23,1,BlueDart,TRK9138746,IN_TRANSIT,3896.72
SHP000683,SHPL000683,PO008599,SUP016,WH020,ITM0080,2023-06-25,2023-07-07,2023-06-29,17,0,FedEx,TRK4620288,LOST,4319.59
SHP000782,SHPL000782,PO015642,SUP031,WH019,ITM0114,2022-05-03,2022-05-15,2022-05-30,41,0,Aramex,TRK6594338,DELAYED,
SHP004409,SHPL004409,PO001364,SUP022,WH007,ITM0035,2024-08-14,2024-09-01,2024-08-22,73,7,Aramex,TRK9493527,LOST,3056.8
SHP002902,SHPL002902,PO008337,SUP050,WH002,ITM0084,2022-05-02,2022-05-25,2022-05-06,31,2,Aramex,TRK5470780,DELAYED,2326.22
SHP003683,SHPL003683,PO017448,SUP014,WH010,ITM0081,2023-03-14,2023-03-26,2023-04-11,58,4,Aramex,TRK2323418,,3544.41
SHP004284,SHPL004284,PO000010,SUP036,WH020,ITM0084,2023-03-02,2023-03-15,2023-03-11,191,9,DHL,TRK7449044,,3129.16
SHP000217,SHPL000217,PO001077,SUP032,WH018,ITM0144,2022-02-07,2022-02-26,2022-03-06,43,1,UPS,TRK2842006,IN_TRANSIT,1118.61
SHP004563,SHPL004563,PO006992,SUP001,WH016,ITM0034,2024-06-03,2024-06-10,2024-06-16,142,7,BlueDart,TRK1707488,LOST,
SHP004229,SHPL004229,PO007096,SUP035,WH018,ITM0031,2022-12-20,2023-01-10,2022-12-26,179,13,Aramex,TRK2360529,DELIVERED,3047.63
